S.No.,Student Name,Roll Number,Email,Department,Subject,Subject Code,Date,Status,Verification Method,Face Confidence,Marked At
1040,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,13/4/2026,PRESENT,face,0.9284,13/4/2026, 2:04:55 pm
1041,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,13/4/2026,PRESENT,face,0.8242,13/4/2026, 2:01:51 pm
1042,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,13/4/2026,PRESENT,face,0.9208,13/4/2026, 2:04:10 pm
1043,"Uma Sharma",IT2023100,"student100@local.com","Information Technology","Artificial Intelligence",IT401,13/4/2026,LATE,face,0.9098,13/4/2026, 12:19:10 pm
1044,"Palak Sharma",IT2023096,"student96@local.com","Information Technology","Artificial Intelligence",IT401,13/4/2026,ABSENT,manual,N/A,13/4/2026, 12:00:44 pm
1045,"Pranay Sharma",IT2023084,"student84@local.com","Information Technology","Artificial Intelligence",IT401,13/4/2026,PRESENT,face,0.9071,13/4/2026, 12:03:33 pm
1046,"Ishita Sharma",ECE2023040,"student40@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,10/4/2026,PRESENT,face,0.8802,10/4/2026, 11:03:01 am
1047,"Ira Sharma",ECE2023036,"student36@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,10/4/2026,PRESENT,face,0.9216,10/4/2026, 11:00:41 am
1048,"Navya Sharma",ECE2023032,"student32@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,10/4/2026,PRESENT,face,0.8957,10/4/2026, 11:03:51 am
1049,"Anvi Sharma",ECE2023028,"student28@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,10/4/2026,PRESENT,face,0.8409,10/4/2026, 11:02:49 am
1050,"Sara Sharma",ECE2023024,"student24@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,10/4/2026,ABSENT,manual,N/A,10/4/2026, 11:04:49 am
1051,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,10/4/2026,PRESENT,face,0.7853,10/4/2026, 2:01:13 pm
1052,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,10/4/2026,PRESENT,face,0.7766,10/4/2026, 2:04:24 pm
1053,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,10/4/2026,PRESENT,face,0.7768,10/4/2026, 2:01:42 pm
1054,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,10/4/2026,PRESENT,face,0.8683,10/4/2026, 2:04:17 pm
1055,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,10/4/2026,PRESENT,face,0.7806,10/4/2026, 2:03:18 pm
1056,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.8727,9/4/2026, 2:00:46 pm
1057,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.9421,9/4/2026, 2:01:41 pm
1058,"Uma Sharma",IT2023100,"student100@local.com","Information Technology","Artificial Intelligence",IT401,9/4/2026,PRESENT,face,0.9725,9/4/2026, 12:01:40 pm
1059,"Palak Sharma",IT2023096,"student96@local.com","Information Technology","Artificial Intelligence",IT401,9/4/2026,PRESENT,face,0.7904,9/4/2026, 12:00:25 pm
1060,"Lavanya Sharma",IT2023092,"student92@local.com","Information Technology","Artificial Intelligence",IT401,9/4/2026,LATE,face,0.8334,9/4/2026, 12:18:30 pm
1061,"Utkarsh Sharma",IT2023088,"student88@local.com","Information Technology","Artificial Intelligence",IT401,9/4/2026,PRESENT,face,0.7915,9/4/2026, 12:02:13 pm
1062,"Pranay Sharma",IT2023084,"student84@local.com","Information Technology","Artificial Intelligence",IT401,9/4/2026,PRESENT,face,0.8383,9/4/2026, 12:04:37 pm
1063,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,LATE,face,0.9300,9/4/2026, 2:20:04 pm
1064,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.8474,9/4/2026, 2:02:39 pm
1065,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.8830,9/4/2026, 2:03:56 pm
1066,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.8986,9/4/2026, 2:03:41 pm
1067,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.9856,9/4/2026, 2:01:20 pm
1068,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.7607,9/4/2026, 2:03:40 pm
1069,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,PRESENT,face,0.9279,9/4/2026, 2:02:01 pm
1070,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Fluid Mechanics",ME302,9/4/2026,LATE,face,0.8360,9/4/2026, 2:17:20 pm
1071,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,9/4/2026,PRESENT,face,0.9838,9/4/2026, 12:00:28 pm
1072,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,9/4/2026,PRESENT,face,0.9031,9/4/2026, 12:00:48 pm
1073,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,9/4/2026,PRESENT,face,0.9730,9/4/2026, 12:02:24 pm
1074,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,9/4/2026,PRESENT,face,0.8892,9/4/2026, 12:04:00 pm
1075,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,9/4/2026,PRESENT,face,0.9099,9/4/2026, 12:04:52 pm
1076,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.8450,8/4/2026, 10:00:24 am
1077,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.9880,8/4/2026, 10:00:46 am
1078,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.9393,8/4/2026, 10:04:30 am
1079,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.8215,8/4/2026, 10:04:35 am
1080,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.8298,8/4/2026, 10:00:50 am
1081,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.9552,8/4/2026, 10:04:29 am
1082,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.9279,8/4/2026, 10:03:26 am
1083,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,ABSENT,manual,N/A,8/4/2026, 10:00:32 am
1084,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.8897,8/4/2026, 10:04:07 am
1085,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Thermodynamics",ME301,8/4/2026,PRESENT,face,0.8593,8/4/2026, 10:00:52 am
1086,"Tara Sharma",ME2023060,"student60@local.com","Mechanical Engineering","Machine Design",ME401,8/4/2026,PRESENT,face,0.9357,8/4/2026, 10:03:17 am
1087,"Tanvi Sharma",ME2023056,"student56@local.com","Mechanical Engineering","Machine Design",ME401,8/4/2026,ABSENT,manual,N/A,8/4/2026, 10:04:36 am
1088,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,8/4/2026,PRESENT,face,0.7552,8/4/2026, 10:01:41 am
1089,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,8/4/2026,PRESENT,face,0.9671,8/4/2026, 10:00:55 am
1090,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,8/4/2026,ABSENT,manual,N/A,8/4/2026, 10:01:11 am
1091,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.9012,7/4/2026, 9:03:04 am
1092,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.9128,7/4/2026, 9:01:50 am
1093,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.7776,7/4/2026, 9:01:24 am
1094,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,ABSENT,manual,N/A,7/4/2026, 9:02:46 am
1095,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,LATE,face,0.8901,7/4/2026, 9:24:07 am
1096,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,LATE,face,0.9347,7/4/2026, 9:20:05 am
1097,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,ABSENT,manual,N/A,7/4/2026, 9:04:47 am
1098,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.8229,7/4/2026, 9:01:32 am
1099,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.9384,7/4/2026, 9:04:02 am
1100,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Fluid Mechanics",ME302,7/4/2026,PRESENT,face,0.7978,7/4/2026, 9:01:20 am
1101,"Ishita Sharma",ECE2023040,"student40@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,7/4/2026,PRESENT,face,0.8792,7/4/2026, 2:00:05 pm
1102,"Ira Sharma",ECE2023036,"student36@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,7/4/2026,PRESENT,face,0.9401,7/4/2026, 2:00:06 pm
1103,"Navya Sharma",ECE2023032,"student32@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,7/4/2026,PRESENT,face,0.8112,7/4/2026, 2:03:52 pm
1104,"Anvi Sharma",ECE2023028,"student28@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,7/4/2026,PRESENT,face,0.7706,7/4/2026, 2:00:56 pm
1105,"Sara Sharma",ECE2023024,"student24@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,7/4/2026,PRESENT,face,0.9522,7/4/2026, 2:01:58 pm
1106,"Dhruv Sharma",CSE2023020,"student20@local.com","Computer Science & Engineering","Computer Networks",CSE401,7/4/2026,PRESENT,face,0.8684,7/4/2026, 12:02:48 pm
1107,"Aarush Sharma",CSE2023016,"student16@local.com","Computer Science & Engineering","Computer Networks",CSE401,7/4/2026,PRESENT,face,0.7773,7/4/2026, 12:04:14 pm
1108,"Atharv Sharma",CSE2023012,"student12@local.com","Computer Science & Engineering","Computer Networks",CSE401,7/4/2026,PRESENT,face,0.9890,7/4/2026, 12:03:41 pm
1109,"Ayaan Sharma",CSE2023008,"student8@local.com","Computer Science & Engineering","Computer Networks",CSE401,7/4/2026,PRESENT,face,0.8513,7/4/2026, 12:00:32 pm
1110,"Vihaan Sharma",CSE2023004,"student4@local.com","Computer Science & Engineering","Computer Networks",CSE401,7/4/2026,PRESENT,face,0.8894,7/4/2026, 12:04:35 pm
1111,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,ABSENT,manual,N/A,6/4/2026, 10:02:40 am
1112,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,6/4/2026,PRESENT,face,0.7680,6/4/2026, 12:00:57 pm
1113,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,6/4/2026,PRESENT,face,0.8991,6/4/2026, 12:02:33 pm
1114,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,6/4/2026,LATE,face,0.9578,6/4/2026, 12:20:43 pm
1115,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,6/4/2026,ABSENT,manual,N/A,6/4/2026, 12:04:58 pm
1116,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,6/4/2026,PRESENT,face,0.9186,6/4/2026, 12:02:39 pm
1117,"Saanvi Sharma",ECE2023037,"student37@local.com","Electronics & Communication","Digital Electronics",ECE201,6/4/2026,PRESENT,face,0.8017,6/4/2026, 1:01:19 pm
1118,"Avni Sharma",ECE2023033,"student33@local.com","Electronics & Communication","Digital Electronics",ECE201,6/4/2026,ABSENT,manual,N/A,6/4/2026, 1:00:38 pm
1119,"Prisha Sharma",ECE2023029,"student29@local.com","Electronics & Communication","Digital Electronics",ECE201,6/4/2026,PRESENT,face,0.9527,6/4/2026, 1:03:42 pm
1120,"Aanya Sharma",ECE2023025,"student25@local.com","Electronics & Communication","Digital Electronics",ECE201,6/4/2026,PRESENT,face,0.8795,6/4/2026, 1:02:05 pm
1121,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,ABSENT,manual,N/A,6/4/2026, 10:04:33 am
1122,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.8199,6/4/2026, 10:02:27 am
1123,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.9836,6/4/2026, 10:02:08 am
1124,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.8984,6/4/2026, 10:02:33 am
1125,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.8231,6/4/2026, 10:03:40 am
1126,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.8390,6/4/2026, 10:02:38 am
1127,"Ananya Sharma",ECE2023021,"student21@local.com","Electronics & Communication","Digital Electronics",ECE201,6/4/2026,PRESENT,face,0.9746,6/4/2026, 1:04:53 pm
1128,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.9405,6/4/2026, 10:03:52 am
1129,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.9806,6/4/2026, 10:01:04 am
1130,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Cloud Computing",IT302,6/4/2026,PRESENT,face,0.8713,6/4/2026, 10:00:58 am
1131,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.8776,3/4/2026, 9:01:46 am
1132,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9482,3/4/2026, 9:04:18 am
1133,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9284,3/4/2026, 9:01:40 am
1134,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9693,3/4/2026, 9:01:35 am
1135,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.8386,3/4/2026, 9:05:00 am
1136,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9067,3/4/2026, 9:01:01 am
1137,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9631,3/4/2026, 9:04:34 am
1138,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.8543,3/4/2026, 10:02:48 am
1139,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9790,3/4/2026, 9:03:49 am
1140,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.9401,3/4/2026, 9:04:23 am
1141,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.8624,3/4/2026, 10:04:39 am
1142,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,LATE,face,0.8945,3/4/2026, 10:22:39 am
1143,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,3/4/2026,PRESENT,face,0.8419,3/4/2026, 9:01:18 am
1144,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.9244,3/4/2026, 10:01:36 am
1145,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,ABSENT,manual,N/A,3/4/2026, 10:03:07 am
1146,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.9550,3/4/2026, 10:00:42 am
1147,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.9431,3/4/2026, 10:02:17 am
1148,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.8592,3/4/2026, 10:01:39 am
1149,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.8080,3/4/2026, 10:00:40 am
1150,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","VLSI Design",ECE302,3/4/2026,PRESENT,face,0.8084,3/4/2026, 10:04:19 am
1151,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8325,3/4/2026, 10:04:25 am
1152,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.9830,3/4/2026, 10:02:40 am
1153,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,ABSENT,manual,N/A,3/4/2026, 10:03:23 am
1154,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.7525,3/4/2026, 10:01:24 am
1155,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8069,3/4/2026, 10:01:12 am
1156,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8583,3/4/2026, 10:04:56 am
1157,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8825,3/4/2026, 10:03:20 am
1158,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8312,3/4/2026, 10:02:51 am
1159,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.9365,3/4/2026, 10:03:11 am
1160,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,3/4/2026,PRESENT,face,0.8333,3/4/2026, 10:04:43 am
1161,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,ABSENT,manual,N/A,2/4/2026, 11:02:16 am
1162,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,LATE,face,0.8418,2/4/2026, 11:15:51 am
1163,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.8793,2/4/2026, 11:00:36 am
1164,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.8265,2/4/2026, 11:04:58 am
1165,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,LATE,face,0.8695,2/4/2026, 11:21:28 am
1166,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,ABSENT,manual,N/A,2/4/2026, 11:01:10 am
1167,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.9441,2/4/2026, 11:00:22 am
1168,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.9283,2/4/2026, 11:04:23 am
1169,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.9447,2/4/2026, 11:02:42 am
1170,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Thermodynamics",ME301,2/4/2026,PRESENT,face,0.9006,2/4/2026, 11:00:02 am
1171,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,2/4/2026,PRESENT,face,0.9208,2/4/2026, 12:01:21 pm
1172,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,2/4/2026,LATE,face,0.9404,2/4/2026, 12:17:22 pm
1173,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,2/4/2026,ABSENT,manual,N/A,2/4/2026, 12:01:08 pm
1174,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,2/4/2026,PRESENT,face,0.7827,2/4/2026, 12:01:07 pm
1175,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,2/4/2026,PRESENT,face,0.8780,2/4/2026, 12:02:37 pm
1176,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,LATE,face,0.9153,1/4/2026, 12:19:09 pm
1177,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,LATE,face,0.9626,1/4/2026, 12:20:20 pm
1178,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.8246,1/4/2026, 12:01:50 pm
1179,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.8334,1/4/2026, 12:00:50 pm
1180,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.8089,1/4/2026, 12:04:42 pm
1181,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.7596,1/4/2026, 12:00:23 pm
1182,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.8090,1/4/2026, 12:00:10 pm
1183,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.9735,1/4/2026, 12:04:37 pm
1184,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.7937,1/4/2026, 12:01:00 pm
1185,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,1/4/2026,PRESENT,face,0.9210,1/4/2026, 12:00:29 pm
1186,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.9152,1/4/2026, 9:01:28 am
1187,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,LATE,face,0.8105,1/4/2026, 9:16:33 am
1188,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,ABSENT,manual,N/A,1/4/2026, 9:02:26 am
1189,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.8169,1/4/2026, 9:00:42 am
1190,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,ABSENT,manual,N/A,1/4/2026, 9:03:00 am
1191,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.8349,1/4/2026, 9:01:43 am
1192,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.9406,1/4/2026, 9:00:35 am
1193,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.8064,1/4/2026, 9:01:30 am
1194,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,PRESENT,face,0.9047,1/4/2026, 9:02:52 am
1195,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,1/4/2026,ABSENT,manual,N/A,1/4/2026, 9:04:03 am
1196,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9671,31/3/2026, 10:04:06 am
1197,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9691,31/3/2026, 10:03:11 am
1198,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.8378,31/3/2026, 10:02:02 am
1199,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9584,31/3/2026, 10:03:31 am
1200,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.8750,31/3/2026, 10:00:05 am
